# 泰深输入法专业词库 — medical
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：中文维基百科（CC BY-SA 4.0，https://zh.wikipedia.org）
糯米紙	nuomizhi
貓眼症候群	maoyanzhenghouqun
肿瘤学报	zhongliuxuebao
世紀之戰	shijizhizhan
牙位表示法	yaweibiaoshifa
伴随免疫	bansuimianyi
柯霍氏法則	kehuoshifaze
胶质母细胞瘤	jiaozhimuxibaoliu
蟬蛻	chantui
强心苷	qiangxingan
铅	qian
婴儿按摩	yingeranmo
乳碱综合征	rujianzonghezheng
羅根	luogen
臨床營養學	linchuangyingyangxue
羟甲烟胺	qiangjiayanan
苯硫脲	benliuniao
合法藥物	hefayaowu
法定死亡	fadingsiwang
自我妨碍	ziwofangai
致死率	zhisilv
铍	pi
垂直思考	chuizhisikao
嗅神經	xiushenjing
宮底高度	gongdigaodu
己酸诺龙	jisuannuolong
小承氣湯	xiaochengqitang
體溫	tiwen
乙二醇	yierchun
非正常死亡	feizhengchangsiwang
性變異	xingbianyi
營養體	yingyangti
左美沙芬	zuomeishafen
药物化学	yaowuhuaxue
浴疗	yuliao
胸椎	xiongzhui
食指	shizhi
波羅密	boluomi
光毒性	guangduxing
萬中選一	wanzhongxuanyi
氯痤瘡	lvcuochuang
無腦畸形	wunaojixing
陈家伦	chenjialun
高安氏動脈炎	gaoanshidongmaiyan
膀胱	pangguang
西米昔布	ximixibu
社康護理	shekanghuli
抑制控制	yizhikongzhi
康复医院	kangfuyiyuan
血小板輸血	xuexiaobanshuxue
对因治疗	duiyinzhiliao
腭骨	egu
阿拉木图宣言	alamutuxuanyan
反应停事件	fanyingtingshijian
手術服	shoushufu
菲克定律	feikedinglv
三氯福司	sanlvfusi
有毒植物	youduzhiwu
腹膜腔液灌洗	fumoqiangyeguanxi
瑶医学	yaoyixue
陰莖折斷	yinjingzheduan
低出生体重儿	dichushengtizhonger
耳闭	erbi
白髮症	baifazheng
骨密度	gumidu
五倫	wulun
醫院學校	yiyuanxuexiao
消化科	xiaohuake
近距离治疗	jinjulizhiliao
脑死	naosi
生活方式医学	shenghuofangshiyixue
乌苯美司	wubenmeisi
正義魔人	zhengyimoren
骨質疏鬆症	guzhishusongzheng
納洛酮	naluotong
手捏紙徵	shouniezhizheng
鱼肝油	yuganyou
角膜后沉着物	jiaomohouchenzhewu
向阳之树	xiangyangzhishu
白朮	baishu
營養學	yingyangxue
克隆人	kelongren
经颅电刺激	jingludianciji
鸩	zhen
細胞記憶	xibaojiyi
預防醫學	yufangyixue
他氟前列素	tafuqianliesu
煤气灯效应	meiqidengxiaoying
臨床心理學	linchuangxinlixue
视频对话	shipinduihua
腹膜透析	fumotouxi
高桥隆笃	gaoqiaolongdu
烏腳病	wujiaobing
公共衛生部	gonggongweishengbu
耳前瘻管	erqianlouguan
半數致死量	banshuzhisiliang
年龄越轨	nianlingyuegui
復健醫學	fujianyixue
腰臀比	yaotunbi
尿道炎	niaodaoyan
骨盆腔疼痛	gupenqiangtengtong
豬流感	zhuliugan
性交恐懼症	xingjiaokongjuzheng
末代御醫	modaiyuyi
导尿	daoniao
古方派	gufangpai
吻痕	wenhen
硝嗪	xiaoqin
色素脫失	sesutuoshi
贫血	pinxue
冰袋	bingdai
淋巴	linba
手术刀	shoushudao
羟基乙腈	qiangjiyijing
嗅觉丧失	xiujuesangshi
飛行服	feixingfu
膿尿	nongniao
电子微探针	dianziweitanzhen
免疫遗传学	mianyiyichuanxue
皮肤病学	pifubingxue
袁瓊玲	yuanqiongling
子宫复旧	zigongfujiu
生育能力測試	shengyunengliceshi
毒气	duqi
扁平足	bianpingzu
抗原性	kangyuanxing
乳牙	ruya
沙丁胺醇	shadinganchun
粉彩回憶	fencaihuiyi
希臘衛生部	xilaweishengbu
低白蛋白血症	dibaidanbaixuezheng
阴阳	yinyang
熱敷袋	refudai
全元起	quanyuanqi
發作性睡病	fazuoxingshuibing
血清病	xueqingbing
梨形鞭毛蟲病	lixingbianmaochongbing
邪惡世界信念	xieeshijiexinnian
中子捕獲治療	zhongzibuhuozhiliao
宋明理學	songminglixue
紫杉二烯	zishanerxi
退化	tuihua
泰巴氨酯	taibaanzhi
磺胺甲噻二唑	huanganjiasaierzuo
马洪刚	mahonggang
肘	zhou
先天性无子宫	xiantianxingwuzigong
睫状后长动脉	jiezhuanghouzhangdongmai
血液	xueye
鉛黃電影	qianhuangdianying
脑炎	naoyan
反社會行為	fanshehuixingwei
全球化與疾病	quanqiuhuayujibing
更年期角化病	gengnianqijiaohuabing
睡眠學	shuimianxue
兽医教育	shouyijiaoyu
虹膜大動脈環	hongmodadongmaihuan
世貿中心肺	shimaozhongxinfei
流感血凝素	liuganxueningsu
自利	zili
阿来司酮	alaisitong
牙橋	yaqiao
殭屍	jiangshi
曲马多	qumaduo
瓊脂平板	qiongzhipingban
直肠脱垂	zhichangtuochui
心理测时法	xinliceshifa
长生不老	changshengbulao
德尔菲法	deerfeifa
管控功能	guankonggongneng
血液检查	xueyejiancha
免疫标记	mianyibiaoji
人工器官	rengongqiguan
銜口錢	xiankouqian
呼气流量峰值	huqiliuliangfengzhi
维蕾德	weileide
救護兵	jiuhubing
肛欲期	gangyuqi
傷寒	shanghan
氰酸雌酮	qingsuancitong
血液透析	xueyetouxi
皮納德角	pinadejiao
联合疗法	lianheliaofa
普托馬尼	putuomani
富貴手	fuguishou
氟离子透入	fulizitouru
临床文档架构	linchuangwendangjiagou
醫學碩士	yixueshuoshi
免疫橋接	mianyiqiaojie
年齡回溯	nianlinghuisu
生命科學	shengmingkexue
紅血球濃厚液	hongxueqiunonghouye
生產中心	shengchanzhongxin
疾病列表	jibingliebiao
性治疗	xingzhiliao
喉鏡檢查術	houjingjianchashu
灰叶草素	huiyecaosu
馬醫	mayi
毛球症	maoqiuzheng
惡病體質	ebingtizhi
原始反射	yuanshifanshe
施虐人格障礙	shinverengezhangai
組織溶解	zuzhirongjie
社区	shequ
骨槽风	gucaofeng
鼻疔	biding
帕巴库单抗	pabakudankang
冲剂	chongji
氟乙酸甲酯	fuyisuanjiazhi
获能	huoneng
水源性蕁麻疹	shuiyuanxingqianmazhen
医学概述	yixuegaishu
頭重腳輕	touzhongjiaoqing
肉桂醇苷	rouguichungan
单身毒妈	danshenduma
診所	zhensuo
鏈球菌溶血素	lianqiujunrongxuesu
以色列衛生部	yiselieweishengbu
聽聲運動	tingshengyundong
易感个体	yigangeti
視覺記憶	shijuejiyi
拐杖	guaizhang
皮膚病列表	pifubingliebiao
乳腺	ruxian
捷迈邦美	jiemaibangmei
卡瑞利珠单抗	karuilizhudankang
角斗士疱疹	jiaodoushipaozhen
香蕉等效劑量	xiangjiaodengxiaojiliang
癸酸雌二醇	guisuancierchun
咬合	yaohe
凝集素	ningjisu
牙齦	yaken
死亡權	siwangquan
孕烯醇酮	yunxichuntong
瞳距	tongju
颞骨	niegu
压力性尿失禁	yalixingniaoshijin
放射密度	fangshemidu
醫經	yijing
傷寒雜病論	shanghanzabinglun
阿斯利康	asilikang
中耳	zhonger
醫療事故	yiliaoshigu
自殺危機	zishaweiji
检疫传染病	jianyichuanranbing
生理年龄	shenglinianling
半乳糖單點法	banrutangdandianfa
近背突	jinbeitu
循证医学	xunzhengyixue
窝沟封闭	wogoufengbi
安乐死	anlesi
肢	zhi
血管紧张素	xueguanjinzhangsu
費爾蒂症候群	feierdizhenghouqun
妇科出血	fukechuxue
咬伤	yaoshang
淋巴因子	linbayinzi
胚胎冷凍貯藏	peitailengdongzhucang
慾望	yuwang
免疫原性	mianyiyuanxing
自然醫學	ziranyixue
鼻窒	bizhi
腔室症候群	qiangshizhenghouqun
產科醫鴻鳥	chankeyihongniao
链球菌性咽炎	lianqiujunxingyanyan
伪狂犬病	weikuangquanbing
奥司他韦	aositawei
姑獲鳥之夏	guhuoniaozhixia
脑病变	naobingbian
致癌物質	zhiaiwuzhi
叩诊	kouzhen
托马斯试验	tuomasishiyan
心房撲動	xinfangpudong
鄒國英	zouguoying
陳慎芝	chenshenzhi
宮內節育器	gongneijieyuqi
性別指定	xingbiezhiding
人面疮	renmianchuang
放射性示踪剂	fangshexingshizongji
靈魂出竅	linghunchuqiao
他莫昔芬	tamoxifen
困惑	kunhuo
症候群	zhenghouqun
關節病變	guanjiebingbian
安桃樂	antaole
解體新書	jietixinshu
拉平曲线	lapingquxian
原動力缺乏	yuandongliquefa
利洛托单抗	liluotuodankang
狐惑病	huhuobing
坐月子	zuoyuezi
他瑞妥单抗	taruituodankang
剖腹手术	poufushoushu
嬰兒腹絞痛	yingerfujiaotong
棉隆	mianlong
血跡	xueji
骨膜炎	gumoyan
逃离恐怖岛	taolikongbudao
加護病房	jiahubingfang
电突触	diantuchu
痛风	tongfeng
保羅已死	baoluoyisi
物媒	wumei
衝動控制障礙	chongdongkongzhizhangai
择期手术	zeqishoushu
鉀離子	jializi
體抑素	tiyisu
肠腺	changxian
病號服	binghaofu
功能類似物	gongnengleishiwu
多環芳香烴	duohuanfangxiangting
反覆性風濕症	fanfuxingfengshizheng
疫苗猶豫	yimiaoyouyu
哮证	xiaozheng
伏硫西汀	fuliuxiting
伊達忠一	yidazhongyi
蓝锥单色视	lanzhuidanseshi
建成环境	jianchenghuanjing
胫跗骨	jingfugu
鼻孔	bikong
叩诊锤	kouzhenchui
神奇矿物溶液	shenqikuangwurongye
顶臀长	dingtunzhang
疑雲殺機	yiyunshaji
马乔林溃疡	maqiaolinkuiyang
謹慎標準	jinshenbiaozhun
国际复苏联盟	guojifusulianmeng
恐貓症	kongmaozheng
麥理浩復康院	mailihaofukangyuan
基因工程	jiyingongcheng
春雨醫生	chunyuyisheng
奈帕芬胺	naipafenan
哈特曼手术	hatemanshoushu
產後護理	chanhouhuli
孕烷	yunwan
牙齦切除術	yakenqiechushu
萧庆伦	xiaoqinglun
醫學檢驗官	yixuejianyanguan
抗生素抗藥性	kangshengsukangyaoxing
推拿	tuina
气场	qichang
招魂術	zhaohunshu
膝外翻	xiwaifan
心血管外科	xinxueguanwaike
犬齒	quanchi
復位	fuwei
鲁兹诺雷	luzinuolei
免疫應答	mianyiyingda
炔丙醇	guibingchun
超級傳播者	chaojichuanbozhe
失智症	shizhizheng
耿鉴庭	gengjianting
分子胶	fenzijiao
瑞慈醫療	ruiciyiliao
醫用化學	yiyonghuaxue
腸臟	changzang
皮纹病	piwenbing
羅庫溴銨	luokuxiuan
腸道寄生蟲	changdaojishengchong
丹痧	dansha
少精子症	shaojingzizheng
作用机制	zuoyongjizhi
潛水反射	qianshuifanshe
透明度错觉	toumingducuojue
肿瘤学	zhongliuxue
丙帕鍺	bingpazhe
全民医保	quanminyibao
中庸	zhongyong
阿片酊	apianding
台積心靈捕手	taijixinlingbushou
毫克每公合	haokemeigonghe
血糖仪	xuetangyi
先兆	xianzhao
貓抓病	maozhuabing
寰樞關節	huanshuguanjie
雷斯多夫效應	leisiduofuxiaoying
癌症	aizheng
福音戒毒	fuyinjiedu
囤积障碍	dunjizhangai
貝賽特氏症	beisaiteshizheng
隔離危城	geliweicheng
尿震	niaozhen
红斑性肢痛病	hongbanxingzhitongbing
脾	pi
產前診斷	chanqianzhenduan
電痙攣療法	dianjingluanliaofa
学习迁移	xuexiqianyi
背景灭绝率	beijingmiejuelv
世界卫生组织	shijieweishengzuzhi
地方性流行病	difangxingliuxingbing
大時代	dashidai
舒適	shushi
嗅球	xiuqiu
胎心機	taixinji
玉碎	yusui
阿根廷衛生部	agentingweishengbu
病人安全	bingrenanquan
醫療契約	yiliaoqiyue
意識分裂	yishifenlie
免疫学	mianyixue
氧	yang
丘疹	qiuzhen
福沙匹坦	fushapitan
淮陽山病毒	huaiyangshanbingdu
口腔頜面外科	kouqianghemianwaike
雷射手術	leisheshoushu
效果律	xiaoguolv
裂隙灯	liexideng
市政廳藥店	shizhengtingyaodian
病原溢出	bingyuanyichu
帕金森氏症	pajinsenshizheng
彼济达	bijida
壓力管理	yaliguanli
尸斑	shiban
红血球	hongxueqiu
撤回药品列表	chehuiyaopinliebiao
石女	shinv
退行	tuixing
局部麻醉药	jubumazuiyao
病因不明症	bingyinbumingzheng
对症治疗	duizhengzhiliao
岛民心态	daominxintai
体域网	tiyuwang
最低危害值	zuidiweihaizhi
自傷	zishang
厥陰病	jueyinbing
痰	tan
胎儿镜检查	taierjingjiancha
三焦	sanjiao
諮商心理學	zishangxinlixue
佩尔指数	peierzhishu
解剖学方位	jiepouxuefangwei
該隱情結	gaiyinqingjie
氟柠檬酸	funingmengsuan
身體質量指數	shentizhiliangzhishu
陰道穹	yindaoqiong
林默予	linmoyu
伊米苷酶	yimiganmei
間皮細胞	jianpixibao
紫癜	zidian
木内鹤彦	muneiheyan
古病理学	gubinglixue
生物放大作用	shengwufangdazuoyong
磺胺恶唑	huanganezuo
落枕	laozhen
腹腔溫熱化療	fuqiangwenrehualiao
人工肾	rengongshen
烧伤	shaoshang
气功	qigong
銅芯抗疫口罩	tongxinkangyikouzhao
腳底按摩	jiaodianmo
胱天蛋白酶	guangtiandanbaimei
洗眼器	xiyanqi
皮節	pijie
神經毒性	shenjingduxing
异戊酸睾酮	yiwusuangaotong
中医保健	zhongyibaojian
感壓反射	ganyafanshe
三文魚貧血症	sanwenyupinxuezheng
松果腺細胞	songguoxianxibao
针灸铜人	zhenjiutongren
自然实验	ziranshiyan
九龍蟲	jiulongchong
登瓦夏爭議	dengwaxiazhengyi
橢球關節	tuoqiuguanjie
器官捐贈	qiguanjuanzeng
莫吉隆斯症	mojilongsizheng
尸研所	shiyansuo
奇蹟	qiji
延髓	yansui
心灵哲学	xinlingzhexue
脑黏体虫	naoniantichong
新中医	xinzhongyi
缺氧	queyang
醫生審判	yishengshenpan
问诊	wenzhen
声带	shengdai
卵圓窗	luanyuanchuang
落葉型天疱瘡	luoyexingtianpaochuang
迪安诊断	dianzhenduan
屍體	shiti
黑化	heihua
肉芽肿	rouyazhong
繆氏矯正法	moushijiaozhengfa
別讓我走	bierangwozou
腐霉利	fumeili
释法尊	shifazun
替普瑞酮	tipuruitong
面罩	mianzhao
生物塑化技术	shengwusuhuajishu
錦欣生殖	jinxinshengzhi
生物光子学	shengwuguangzixue
经颅磁刺激	jingluciciji
甲母质	jiamuzhi
手术体位	shoushutiwei
血體液傳染病	xuetiyechuanranbing
齒齦鉛線	chikenqianxian
磺胺氯吡嗪	huanganlvbiqin
催眠	cuimian
水楊酸	shuiyangsuan
結締組織病	jiedizuzhibing
魚類解剖學	yuleijiepouxue
鞘内注射	qiaoneizhushe
认知自由	renzhiziyou
妊娠癢疹	renshenyangzhen
外用藥物	waiyongyaowu
夾骨	jiagu
馬笑英	maxiaoying
膿	nong
乙酰谷酰胺	yixianguxianan
医学索引	yixuesuoyin
心指数	xinzhishu
电外科	dianwaike
盧吉	luji
亨氏單位	hengshidanwei
灵	ling
心理类型	xinlileixing
人工卵子	rengongluanzi
魏则西事件	weizexishijian
殺精劑	shajingji
忏悔	chanhui
抗原漂變	kangyuanpiaobian
光敏感性	guangminganxing
司坦唑醇	sitanzuochun
死亡醫生	siwangyisheng
篩後動脈	shaihoudongmai
吡嗪酰胺	biqinxianan
喉方膜	houfangmo
動物靈	dongwuling
西塔疗愈	xitaliaoyu
脊柱前凸	jizhuqiantu
维达洛芬	weidaluofen
耳垂摺痕	erchuizhehen
心靈點滴	xinlingdiandi
撤稿观察	chegaoguancha
人体的构造	rentidegouzao
非藥物干預	feiyaowuganyu
三卤甲烷	sanlujiawan
抽脂	chouzhi
灰嬰症候群	huiyingzhenghouqun
噪声性耳聋	zaoshengxingerlong
鼻腔给药	biqianggeiyao
投射测验	tousheceyan
鲍曼氏膜	baomanshimo
空氣栓塞	kongqishuansai
居家照護	jujiazhaohu
日落症候群	riluozhenghouqun
最後的女孩	zuihoudenvhai
兇殺案	xiongshaan
乙硼烷	yipengwan
气质	qizhi
氣胸	qixiong
苯硫酚	benliufen
射精	shejing
美爾奎寧	meierkuining
坐浴	zuoyu
可伶可俐	kelingkeli
腕掌骨	wanzhanggu
韋斯特綜合症	weisitezonghezheng
番木鳖碱	fanmubiejian
收斂劑	shoulianji
暈厥	yunjue
人工子宮	rengongzigong
斑色鱼鳞癣	banseyulinxuan
樞紐關節	shuniuguanjie
注射用水	zhusheyongshui
罕见病	hanjianbing
角膜混浊	jiaomohunzhuo
普雷马克原則	puleimakeyuanze
康寧醫院	kangningyiyuan
索凡替尼	suofantini
骨科	guke
醫療劇	yiliaoju
精神错乱	jingshencuoluan
能量	nengliang
下颌角整形	xiahejiaozhengxing
馬術治療	mashuzhiliao
氢吗啡酮	qingmafeitong
牙醫學	yayixue
因努阿	yinnua
单角子宫	danjiaozigong
法赞雷生	fazanleisheng
药物	yaowu
戰毒	zhandu
麦芽酚铁	maiyafentie
梅林	meilin
播散性黄瘤	bosanxinghuangliu
针刀医学	zhendaoyixue
肺痈	feiyong
黑度	heidu
前意识	qianyishi
交叉耐药性	jiaochanaiyaoxing
免疫染色	mianyiranse
物理治療師	wulizhiliaoshi
小腸	xiaochang
石綿沉滯症	shimianchenzhizheng
拔罐	baguan
遠端效應	yuanduanxiaoying
李慧崇	lihuichong
精索	jingsuo
胸鎖乳突肌	xiongsuorutuji
脚趾标签	jiaozhibiaoqian
多发性硬化症	duofaxingyinghuazheng
药事管理学	yaoshiguanlixue
拉撒路综合征	lasaluzonghezheng
自动分析仪	zidongfenxiyi
经颅多普勒	jingluduopulei
耳壳流痰	erkeliutan
社區衛生	shequweisheng
依那普利	yinapuli
法医口腔学	fayikouqiangxue
間性醫療干預	jianxingyiliaoganyu
光气	guangqi
大貴族	daguizu
角膜移植	jiaomoyizhi
護理徽章	hulihuizhang
分子腫瘤學	fenzizhongliuxue
人体蜈蚣	rentiwugong
雷久南	leijiunan
瓦氏效應	washixiaoying
磺胺甲氧哒嗪	huanganjiayangdaqin
健康奇案錄	jiankangqianlu
高校艦隊	gaoxiaojiandui
肺挫伤	feicuoshang
翅膀	chibang
氯吡格雷	lvbigelei
佛教戒律	fujiaojielv
赫爾辛基宣言	heerxinjixuanyan
克尼格征	kenigezheng
帕吉昔单抗	pajixidankang
窒息气体	zhixiqiti
空间记忆	kongjianjiyi
单克隆抗体	dankelongkangti
共聚聚酯	gongjujuzhi
奴芬克索	nufenkesuo
法庭科学	fatingkexue
短腸症候群	duanchangzhenghouqun
阿斯匹靈中毒	asipilingzhongdu
非处方药	feichufangyao
藥後駕駛	yaohoujiashi
跪拜	guibai
医学术语	yixueshuyu
樹堅果過敏	shujianguoguomin
安全套	anquantao
布加综合征	bujiazonghezheng
砷化氫	shenhuaqing
上肢	shangzhi
舌下神经	shexiashenjing
丛集性头痛	congjixingtoutong
美雌醇	meicichun
施虐症	shinvezheng
強制絕育	qiangzhijueyu
博来霉素	bolaimeisu
超敏反應	chaominfanying
华厦眼科	huashayanke
互累症	huleizheng
牙宣	yaxuan
微抗体	weikangti
生日数字效应	shengrishuzixiaoying
司来吉兰	silaijilan
甲醇中毒	jiachunzhongdu
锌胶绷带	xinjiaobengdai
转基因阴谋论	zhuanjiyinyinmoulun
免疫网络学说	mianyiwangluoxueshuo
刺击	ciji
反芻症候群	fanchuzhenghouqun
磷顎症	linezheng
運動失憶症	yundongshiyizheng
巴氏症候群	bashizhenghouqun
铁调素	tiediaosu
異世界藥局	yishijieyaoju
外陰炎	waiyinyan
氣	qi
动眼神经	dongyanshenjing
腹膜炎	fumoyan
孙起孟	sunqimeng
腱鞘囊腫	jianqiaonangzhong
利比韦鲁单抗	libiweiludankang
腦損傷	naosunshang
成本效果分析	chengbenxiaoguofenxi
战地医院	zhandiyiyuan
胰岛素泵	yidaosubeng
磺胺噻唑	huangansaizuo
磺胺吡啶	huanganbiding
平腦症	pingnaozheng
數字健康	shuzijiankang
醫事放射師	yishifangsheshi
贝匹罗韦森	beipiluoweisen
人工通气	rengongtongqi
贩卖疾病	fanmaijibing
水窗	shuichuang
淋巴管發炎	linbaguanfayan
鰭肢	qizhi
世界卫生大会	shijieweishengdahui
德辜拉辜賴	degulagulai
子宮收縮	zigongshousuo
扭轉治療	niuzhuanzhiliao
石棉	shimian
健康评价	jiankangpingjia
气管插管	qiguanchaguan
密度制约	miduzhiyue
附红血球体属	fuhongxueqiutishu
猪水疱疹病毒	zhushuipaozhenbingdu
头孢维星	toubaoweixing
下呼吸道感染	xiahuxidaoganran
斜頸	xiejing
地塞米松	disaimisong
通報機制	tongbaojizhi
彩色视觉	caiseshijue
临终	linzhong
切诊	qiezhen
不可逆电穿孔	bukenidianchuankong
血细胞比容	xuexibaobirong
利替培南	litipeinan
心理学词汇表	xinlixuecihuibiao
質子治療	zhizizhiliao
卵细胞	luanxibao
尿失禁	niaoshijin
帕金森症候群	pajinsenzhenghouqun
聲療	shengliao
心源性休克	xinyuanxingxiuke
上颌骨	shanghegu
特殊感觉	teshuganjue
传播艾滋病罪	chuanboaizibingzui
外星植入物	waixingzhiruwu
流行病	liuxingbing
法洛四联症	faluosilianzheng
爸爸別說教	bababieshuojiao
腸梗阻	changgengzu
中医内科学	zhongyineikexue
苄非他明	bianfeitaming
疾病負擔	jibingfudan
含糖飲料稅	hantangyinliaoshui
腫瘤幹細胞	zhongliuganxibao
腎源性尿崩症	shenyuanxingniaobengzheng
愤怒管理	fennuguanli
安非他尼	anfeitani
克拉克層級	kelakecengji
解剖学	jiepouxue
核裂变产物	heliebianchanwu
慢性肾脏病	manxingshenzangbing
疯子尊严	fengzizunyan
視覺暫留	shijuezanliu
飲尿	yinniao
馬拉硫磷	malaliulin
感染	ganran
低血糖	dixuetang
螨蜱胺	manpian
授袍儀式	shoupaoyishi
婴儿死亡率	yingersiwanglv
自殺防治專線	zishafangzhizhuanxian
手舟骨	shouzhougu
抗酸染色	kangsuanranse
醫源病	yiyuanbing
半抗原	bankangyuan
毛髮學	maofaxue
身体依赖	shentiyilai
辅助生殖技术	fuzhushengzhijishu
頸	jing
卡他	kata
瑞丹韦单抗	ruidanweidankang
哮喘	xiaochuan
植物檢疫認證	zhiwujianyirenzheng
塵肺病	chenfeibing
咽	yan
管筒狀乳房	guantongzhuangrufang
尿布疹	niaobuzhen
醫療包	yiliaobao
法医学	fayixue
運動防護員	yundongfanghuyuan
胸帶	xiongdai
幼幼新書	youyouxinshu
頭頸癌	toujingai
过敏症列表	guominzhengliebiao
歇斯底里	xiesidili
农药	nongyao
婦科超音波	fukechaoyinbo
大腸	dachang
潘迪氏试验	pandishishiyan
毒药的历史	duyaodelishi
出生体重	chushengtizhong
足底筋膜炎	zudijinmoyan
語言癌	yuyanai
肝肾综合征	ganshenzonghezheng
牙科概述	yakegaishu
鼻槁	bigao
性別選擇	xingbiexuanze
交叉感染	jiaochaganran
口服补液	koufubuye
威格斯圖	weigesitu
夢話	menghua
產氣莢膜梭菌	chanqijiamosuojun
科學心理學	kexuexinlixue
藥劑師	yaojishi
藥物論	yaowulun
期望確認理論	qiwangquerenlilun
受虐癖	shounvepi
注意長度	zhuyizhangdu
阴道积水	yindaojishui
梗塞	gengse
舌骨	shegu
熱帶神經衰弱	redaishenjingshuairuo
钆特酸	gatesuan
幼稚子宫	youzhizigong
终动脉	zhongdongmai
奥硝唑	aoxiaozuo
治癒	zhiyu
偉大的模仿者	weidademofangzhe
治療藥物監控	zhiliaoyaowujiankong
湯液經法	tangyejingfa
人在江湖	renzaijianghu
米索前列醇	misuoqianliechun
麻痺性貝毒	mabixingbeidu
陳立川	chenlichuan
掌腱膜攣縮症	zhangjianmoluansuozheng
利群醫院	liqunyiyuan
線索細胞	xiansuoxibao
眼贴	yantie
害羞诊所	haixiuzhensuo
護理人員	hulirenyuan
盲肠	mangchang
間性者人權	jianxingzherenquan
自宮	zigong
严重过敏反应	yanzhongguominfanying
針刺傷害	zhencishanghai
肿瘤间质	zhongliujianzhi
宗教裁判所宫	zongjiaocaipansuogong
巴氏涂片检查	bashitupianjiancha
超個人心理學	chaogerenxinlixue
巴林氏症候群	balinshizhenghouqun
独活	duhuo
上隅骨	shangyugu
教學醫院	jiaoxueyiyuan
夾肌	jiaji
医学统计学	yixuetongjixue
