# 泰深输入法专业词库 — 历史名人
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一真	yizhen
蒋理	jiangli
蒋琬	jiangwan
蒋能	jiangneng
蒋舒	jiangshu
蒋芸	jiangyun
蒋衡	jiangheng
蒋贵	jianggui
蒋进	jiangjin
蒋钦	jiangqin
蒋锄欧	jiangchuou
蒋骥	jiangji
蒋鼎文	jiangdingwen
蒙蒂	mengdi
蒯祥	kuaixiang
蒯越	kuaiyue
蒲子	puzi
蒲洋	puyang
蓝东	landong
蓝廷珍	lantingzhen
蓝心湄	lanxinmei
蓝沁	lanqin
蓝涛	lantao
蓝瑛	lanying
蓝祖蔚	lanzuwei
蓝马	lanma
蓝鼎元	landingyuan
蔡世远	caishiyuan
蔡中	caizhong
蔡为民	caiweimin
蔡亚林	caiyalin
蔡仲	caizhong
蔡会文	caihuiwen
蔡博	caibo
蔡发	caifa
蔡含	caihan
蔡和	caihe
蔡哀侯	caiaihou
蔡哲夫	caizhefu
蔡嘉	caijia
蔡国珍	caiguozhen
蔡妍	caiyan
蔡婧	caijing
蔡子华	caizihua
蔡孟君	caimengjun
蔡宇翔	caiyuxiang
蔡廷兰	caitinglan
蔡建中	caijianzhong
蔡建忠	caijianzhong
蔡忠诚	caizhongcheng
蔡惠如	caihuiru
蔡文胜	caiwensheng
蔡新	caixin
蔡昉	caifang
蔡明	caiming
蔡智堪	caizhikan
蔡林	cailin
蔡林蒸	cailinzheng
蔡根	caigen
蔡格	caige
蔡欢	caihuan
蔡泽	caize
蔡海山	caihaishan
蔡渊	caiyuan
蔡潮	caichao
蔡澜	cailan
蔡灿得	caicande
蔡照明	caizhaoming
蔡琰	caiyan
蔡琴	caiqin
蔡琼	caiqiong
蔡瑁	caimao
蔡畅	caichang
蔡福如	caifuru
蔡绦	caitao
蔡羽	caiyu
蔡远	caiyuan
蔡道宪	caidaoxian
蔡邕	caiyong
蔡长沄	caizhangyun
蔡阳	caiyang
蔡鸿岩	caihongyan
蔺玉红	linyuhong
蔺瑶	linyao
蕃学	fanxue
薛丁山	xuedingshan
薛之谦	xuezhiqian
薛乔	xueqiao
薛侃	xuekan
薛兆英	xuezhaoying
薛兰	xuelan
薛凯琪	xuekaiqi
薛则	xueze
薛刚	xuegang
薛夫彬	xuefubin
薛季宣	xuejixuan
薛岳	xueyue
薛怀	xuehuai
薛承基	xuechengji
薛文强	xuewenqiang
薛时雨	xueshiyu
薛澍	xueshu
薛焕	xuehuan
薛玉洋	xueyuyang
薛瑄	xuexuan
薛礼	xueli
薛绍徽	xueshaohui
薛莹	xueying
薛蕙	xuehui
薛论道	xuelundao
薛雪	xuexue
藤井莉娜	tengjinglina
藤北彩香	tengbeicaixiang
藤原龙也	tengyuanlongye
藤堂高虎	tengtanggaohu
藤川优里	tengchuanyouli
藤木直人	tengmuzhiren
藤本美贵	tengbenmeigui
藤泽周平	tengzezhouping
藤田咲	tengtianxiao
藤田惠美	tengtianhuimei
藤田真	tengtianzhen
藤谷太辅	tenggutaifu
虎臣	huchen
虚谷	xugu
虞人	yuren
虞堪	yukan
虞松	yusong
虞梅	yumei
虞泳	yuyong
虞洋	yuyang
虞翻	yufan
虞集	yuji
蛯原友里	laoyuanyouli
蜀郡	shujun
蜜雪薇琪	mixueweiqi
蜷川实花	quanchuanshihua
蜷川幸雄	quanchuanxingxiong
行一	xingyi
行人司	xingrensi
衣笠贞之助	yilizhenzhizhu
袁一泓	yuanyihong
袁也烈	yuanyelie
袁佑	yuanyou
袁兆庄	yuanzhaozhuang
袁克定	yuankeding
袁克文	yuankewen
袁嘉谷	yuanjiagu
袁婷	yuanting
袁媛	yuanyuan
袁守侗	yuanshoudong
袁尚	yuanshang
袁岳	yuanyue
袁峻	yuanjun
袁希涛	yuanxitao
袁廷梼	yuantingtao
袁征	yuanzheng
袁文康	yuanwenkang
袁昶	yuanchang
袁晓园	yuanxiaoyuan
袁术	yuanshu
袁树	yuanshu
袁树勋	yuanshuxun
袁桐	yuantong
袁桷	yuanjue
袁梦	yuanmeng
袁泉	yuanquan
袁泓	yuanhong
袁熙	yuanxi
袁燮	yuanxie
袁瑛	yuanying
袁瑞良	yuanruiliang
袁甫	yuanfu
袁登道	yuandengdao
袁立	yuanli
袁端	yuanduan
袁耀	yuanyao
袁胤	yuanyin
袁茂峰	yuanmaofeng
袁褧	yuanjiong
袁谭	yuantan
袁达	yuanda
袁野	yuanye
袁金铠	yuanjinkai
袁隗	yuankui
袁雨来	yuanyulai
袁鸣	yuanming
袁鹰	yuanying
袁黄	yuanhuang
裕谦	yuqian
裴元庆	peiyuanqing
裴应章	peiyingzhang
裴怀亮	peihuailiang
裴斗娜	peidouna
裴斯泰洛齐	peisitailuoqi
裴昌会	peichanghui
裴景福	peijingfu
裴琳	peilin
裴秀	peixiu
裴绪	peixu
裴远颖	peiyuanying
裴钰	peiyu
褒姒	baosi
褚人获	churenhuo
褚师	chushi
褚德彝	chudeyi
褚民谊	chuminyi
褚爽	chushuang
襄公	xianggong
襄邑	xiangyi
襄陵	xiangling
西乡隆盛	xixianglongsheng
西县	xixian
西域马	xiyuma
西尔维奥	xierweiao
西尾由佳理	xiweiyoujiali
西岛秀俊	xidaoxiujun
西川贵教	xichuanguijiao
西楚霸王	xichubawang
西楚霸王项羽	xichubawangxiangyu
西泽	xize
西田敏行	xitianminxing
西省	xisheng
西蒙玻利瓦尔	ximengboliwaer
西贝斯	xibeisi
西鄂	xie
西野翔	xiyexiang
要润	yaorun
覃异之	tanyizhi
覃彪喜	tanbiaoxi
观月亚里莎	guanyueyalisha
觉堂	juetang
言穆江	yanmujiang
詹景凤	zhanjingfeng
詹瑞文	zhanruiwen
计楠	jinan
议功	yigong
议宾	yibin
记室	jishi
许丙	xubing
许乃普	xunaipu
许乃钊	xunaizhao
许之衡	xuzhiheng
许允	xuyun
许元溥	xuyuanpu
许克祥	xukexiang
许初	xuchu
许劭	xushao
许华	xuhua
许南英	xunanying
许县	xuxian
许友	xuyou
许善达	xushanda
许均	xujun
许增	xuzeng
许孚远	xufuyuan
许安安	xuanan
许尚	xushang
许崇清	xuchongqing
许巍	xuwei
许川	xuchuan
许建阳	xujianyang
许惠	xuhui
许慈	xuci
许承宣	xuchengxuan
许承尧	xuchengyao
许攸	xuyou
许文学	xuwenxue
许昭	xuzhao
许晓静	xuxiaojing
许晴	xuqing
许朝	xuchao
许桂林	xuguilin
许梿	xulian
许永	xuyong
许汜	xusi
许波	xubo
许瀚	xuhan
许珍	xuzhen
许珏	xujue
许琛	xuchen
许知远	xuzhiyuan
许继慎	xujishen
许缵曾	xuzuanceng
许肇南	xuzhaonan
许芝	xuzhi
许芳	xufang
许虹	xuhong
许衡	xuheng
许褚	xuchu
许观	xuguan
许贡	xugong
许达然	xudaran
许还幻	xuhaihuan
许遇	xuyu
许靖	xujing
许飞	xufei
证停	zhengting
诗音	shiyin
诸宸	zhuchen
诸樊	zhufan
诸葛恪	zhugeke
诸葛诞	zhugedan
诸闻韵	zhuwenyun
诺盛	nuosheng
读鞫	duju
谈歌	tange
谈迁	tanqian
谋圣	mousheng
谌容	chenrong
谌湛溪	chenzhanxi
谢业枧	xieyejian
谢亚芳	xieyafang
谢伟思	xieweisi
谢六逸	xieliuyi
谢兰生	xielansheng
谢军	xiejun
谢冠生	xieguansheng
谢卓森	xiezhuosen
谢向荣	xiexiangrong
谢和弦	xiehexian
谢园	xieyuan
谢国文	xieguowen
谢坤	xiekun
谢堂	xietang
谢娜	xiena
谢娟	xiejuan
谢安	xiean
谢寿康	xieshoukang
谢小双	xiexiaoshuang
谢岿	xiekui
谢平	xieping
谢庄	xiezhuang
谢思明	xiesiming
谢振定	xiezhending
谢旌	xiejing
谢时臣	xieshichen
谢晋	xiejin
谢晓亮	xiexiaoliang
谢有顺	xieyoushun
谢榛	xiezhen
谢欣颖	xiexinying
谢武	xiewu
谢洪赉	xiehonglai
谢济世	xiejishi
谢添	xietian
谢玄	xiexuan
谢玉琼	xieyuqiong
谢石	xieshi
谢石钦	xieshiqin
谢硕文	xieshuowen
谢缙	xiejin
谢翱	xieao
谢良	xieliang
谢芳	xiefang
谢观	xieguan
谢贯一	xieguanyi
谢迁	xieqian
谢远定	xieyuanding
谢鑫	xiexin
谢雄	xiexiong
谢雪	xiexue
谢震	xiezhen
谢靖	xiejing
谢颖颖	xieyingying
谢飞	xiefei
谦妃	qianfei
谭一平	tanyiping
谭中军	tanzhongjun
谭勇	tanyong
谭咏麟	tanyonglin
谭善	tanshan
谭延	tanyan
谭政	tanzheng
谭泽闿	tanzekai
谭献	tanxian
谭维维	tanweiwei
谭莹	tanying
谭迁	tanqian
谭邦林	tanbanglin
谭雄	tanxiong
谭颖	tanying
谭飞	tanfei
谯周	qiaozhou
谯纵	qiaozong
谷利	guli
谷原章介	guyuanzhangjie
谷口治郎	gukouzhilang
谷景生	gujingsheng
谷村美月	gucunmeiyue
谷正伦	guzhenglun
谷正文	guzhengwen
谷清	guqing
谷雨	guyu
豫章王	yuzhangwang
豫章王萧栋	yuzhangwangxiaodong
豫章郡	yuzhangjun
贝利	beili
贝卢斯科尼	beilusikeni
贝尔戈米	beiergemi
贝弗里奇	beifuliqi
贝恩	beien
贝瑞	beirui
贝贝托	beibeituo
贝阿尔佐特	beiaerzuote
贝隆	beilong
贞妃	zhenfei
贡云峰	gongyunfeng
贤妃	xianfei
贫穷贵公子	pinqiongguigongzi
贯云石	guanyunshi
贯地谷诗穗梨	guandigushisuili
贵姬	guiji
贵嫔	guipin
贵由	guiyou
费伯雄	feiboxiong
费俊	feijun
费公直	feigongzhi
费夫尔	feifuer
费宏	feihong
费恩曼	feienman
费祎	feiyi
费穆	feimu
费翔	feixiang
费观	feiguan
费誓	feishi
贺均	hejun
贺宽	hekuan
贺晋年	hejinnian
贺熙龄	hexiling
贺衷寒	hezhonghan
贺金声	hejinsheng
贺钦	heqin
贺钧	hejun
贺铸	hezhu
贺齐	heqi
贾三近	jiasanjin
贾丹	jiadan
贾充	jiachong
贾华	jiahua
贾卧龙	jiawolong
贾可	jiake
贾培之	jiapeizhi
贾妮	jiani
贾妮妮	jianini
贾宪	jiaxian
贾尼	jiani
贾岛	jiadao
贾斯汀	jiasiting
贾昊	jiahao
贾景德	jiajingde
贾正	jiazheng
贾汉复	jiahanfu
贾洪林	jiahonglin
贾知若	jiazhiruo
贾维	jiawei
贾诩	jiaxu
贾逵	jiakui
贾铭	jiaming
贾鲁	jialu
贾鹏雷	jiapenglei
赖传湘	laichuanxiang
赖佳微	laijiawei
赖先	laixian
赖名汤	laimingtang
赖和	laihe
赖恭	laigong
赖际熙	laijixi
赖雅妍	laiyayan
赢驷	yingsi
赤名莉香	chiminglixiang
赤松健	chisongjian
赫施巴赫	heshibahe
赫连勃勃	helianbobo
赫连定	helianding
赫连昌	helianchang
赫里斯托	helisituo
赫顿	hedun
赭白	zhebai
赵万里	zhaowanli
赵丙	zhaobing
赵丰邦	zhaofengbang
赵丹	zhaodan
赵丽宏	zhaolihong
赵乃抟	zhaonaituan
赵亮	zhaoliang
赵令畴	zhaolingchou
赵以文	zhaoyiwen
赵以炯	zhaoyijiong
赵伟	zhaowei
赵传	zhaochuan
赵佑	zhaoyou
赵佶	zhaoji
赵信	zhaoxin
赵倩	zhaoqian
赵光喜	zhaoguangxi
赵冠芳	zhaoguanfang
赵凤仪	zhaofengyi
赵凤翔	zhaofengxiang
赵剑	zhaojian
赵勇刚	zhaoyonggang
赵匡义	zhaokuangyi
赵半狄	zhaobandi
赵南哲	zhaonanzhe
赵原	zhaoyuan
赵又新	zhaoyouxin
赵吉士	zhaojishi
赵咨	zhaozi
赵善津	zhaoshanjin
赵基	zhaoji
赵士麟	zhaoshilin
赵声	zhaosheng
赵备	zhaobei
赵大晋	zhaodajin
赵大贤	zhaodaxian
赵天卫	zhaotianwei
赵奕	zhaoyi
赵奢	zhaoshe
赵姝	zhaoshu
赵婷	zhaoting
赵婷婷	zhaotingting
赵媛媛	zhaoyuanyuan
赵孝成王	zhaoxiaochengwang
赵安平	zhaoanping
赵完璧	zhaowanbi
赵宏	zhaohong
赵宗	zhaozong
赵家骧	zhaojiaxiang
赵宽	zhaokuan
赵寅	zhaoyin
赵岐	zhaoqi
赵岑	zhaocen
赵干	zhaogan
赵广	zhaoguang
赵庆阁	zhaoqingge
赵廞	zhaoxin
赵弘	zhaohong
赵弼	zhaobi
赵彦	zhaoyan
赵忠	zhaozhong
赵怀玉	zhaohuaiyu
赵思敬	zhaosijing
赵恒	zhaoheng
赵悼襄王	zhaodaoxiangwang
赵惇	zhaodun
赵惠文王	zhaohuiwenwang
赵懿	zhaoyi
赵成穆	zhaochengmu
赵戴文	zhaodaiwen
赵执信	zhaozhixin
赵扩	zhaokuo
赵承佑	zhaochengyou
赵括	zhaokuo
赵敬	zhaojing
赵文哲	zhaowenzhe
赵新宇	zhaoxinyu
赵昀	zhaoyun
赵昂	zhaoang
赵昉	zhaofang
赵明阳	zhaomingyang
赵昚	zhaoshen
赵昭	zhaozhao
赵昰	zhaoshi
赵昱	zhaoyu
赵昺	zhaobing
赵显	zhaoxian
赵显宏	zhaoxianhong
赵晓	zhaoxiao
赵晓明	zhaoxiaoming
赵晖	zhaohui
赵普	zhaopu
赵智凤	zhaozhifeng
赵曙	zhaoshu
赵曾	zhaoceng
赵月	zhaoyue
赵桐珊	zhaotongshan
赵桓	zhaohuan
赵梦朱	zhaomengzhu
赵武灵王	zhaowulingwang
赵汉	zhaohan
赵沨	zhaofeng
赵泰来	zhaotailai
赵济羹	zhaojigeng
赵浚	zhaojun
赵浩	zhaohao
赵海川	zhaohaichuan
赵渭滨	zhaoweibin
赵灿	zhaocan
赵炳麟	zhaobinglin
赵烈文	zhaoliewen
赵煦	zhaoxu
赵牧	zhaomu
赵玉芬	zhaoyufen
赵王	zhaowang
赵琛	zhaochen
赵琳	zhaolin
赵璧	zhaobi
赵畇	zhaoyun
赵祯	zhaozhen
赵禥	zhaoqi
赵秉冲	zhaobingchong
赵秉忠	zhaobingzhong
赵立凡	zhaolifan
赵立新	zhaolixin
赵素	zhaosu
赵统	zhaotong
赵维德	zhaoweide
赵翼	zhaoyi
赵良璋	zhaoliangzhang
赵艳	zhaoyan
赵苍璧	zhaocangbi
赵范	zhaofan
赵莲	zhaolian
赵萌	zhaomeng
赵薇	zhaowei
赵藩	zhaofan
赵虹	zhaohong
赵融	zhaorong
赵观涛	zhaoguantao
赵赵	zhaozhao
赵起	zhaoqi
赵越	zhaoyue
赵连芳	zhaolianfang
赵野	zhaoye
赵鑫珊	zhaoxinshan
赵铨	zhaoquan
赵锡田	zhaoxitian
赵陀	zhaotuo
赵雪	zhaoxue
赵震	zhaozhen
赵青	zhaoqing
赵音奇	zhaoyinqi
赵顼	zhaoxu
赵颜	zhaoyan
赵高	zhaogao
赵魏	zhaowei
赵龙	zhaolong
赵龙文	zhaolongwen
越中	yuezhong
越影	yueying
越王	yuewang
越王勾践	yuewanggoujian
足利义政	zuliyizheng
路嘉怡	lujiayi
路大荒	ludahuang
蹇硕	jianshuo
蹋顿	tadun
车万育	chewanyu
车书	cheshu
车令	cheling
车径行	chejingxing
车正	chezheng
车泽武	chezewu
载沣	zaifeng
载淳	zaichun
载澜	zailan
辛全	xinquan
辛德拉尔	xindelaer
辛明	xinming
辛毗	xinpi
辛逸	xinyi
辜严倬云	guyanzhuoyun
辜显荣	guxianrong
辟兵	pibing
辨喜	bianxi
辰亦儒	chenyiru
辰巳奈都子	chensinaidouzi
边伟	bianwei
边让	bianrang
边贡	biangong
辽兴宗	liaoxingzong
辽圣宗	liaoshengzong
辽圣宗耶律隆绪	liaoshengzongyelvlongxu
辽太宗	liaotaizong
辽景宗	liaojingzong
辽穆宗	liaomuzong
辽道宗	liaodaozong
达娃	dawa
达恩	daen
达曾	daceng
达洪阿	dahonga
达海林	dahailin
达礼	dali
达维登科	daweidengke
达萨耶夫	dasayefu
达贝妮	dabeini
达赫迪	dahedi
达鉴	dajian
迁陵	qianling
迈特纳	maitena
迈耶尔	maiyeer
近藤真彦	jintengzhenyan
近野成美	jinyechengmei
远涌	yuanyong
远藤宪一	yuantengxianyi
连歌	liange
连震东	lianzhendong
迟万春	chiwanchun
迟帅	chishuai
迟福林	chifulin
迟重瑞	chizhongrui
迪诺	dinuo
迪迪	didi
迮朗	zelang
迷当	midang
通容	tongrong
通文	tongwen
速水	sushui
速水重道	sushuizhongdao
逢泽	fengze
逾辉	yuhui
遂城	suicheng
遇晗	yuhan
道安	daoan
道武帝	daowudi
邓义	dengyi
邓九云	dengjiuyun
邓予立	dengyuli
邓传安	dengchuanan
邓传密	dengchuanmi
邓凯	dengkai
邓加	dengjia
邓大林	dengdalin
邓婕	dengjie
邓实	dengshi
邓家彦	dengjiayan
邓尼茨	dengnici
邓岳	dengyue
邓希贤	dengxixian
邓建国	dengjianguo
邓志谟	dengzhimo
邓忠	dengzhong
邓怀农	denghuainong
邓惠芳	denghuifang
邓文宪	dengwenxian
邓毅生	dengyisheng
邓渭	dengwei
邓焘	dengdao
邓焜	dengkun
邓牧	dengmu
邓玮	dengwei
邓禹	dengyu
邓良	dengliang
邓艾	dengai
邓芝	dengzhi
邓茂	dengmao
邓萃英	dengcuiying
邓萍	dengping
邓蕾	denglei
邓贤	dengxian
邓超	dengchao
邓邦述	dengbangshu
邓郁	dengyu
邓钟岳	dengzhongyue
邓颂宏	dengsonghong
邓龙	denglong
邓龙光	denglongguang
邝露	kuanglu
邢侗	xingdong
邢傲伟	xingaowei
邢文军	xingwenjun
邢澍	xingshu
邢端	xingduan
那多	naduo
那威	nawei
那彦成	nayancheng
那英	naying
邬彬	wubin
邱冬	qiudong
邱太三	qiutaisan
邱峻	qiujun
邱昭良	qiuzhaoliang
邱泽	qiuze
邱琦雯	qiuqiwen
邱立成	qiulicheng
邱蔚六	qiuweiliu
邱震海	qiuzhenhai
邴原	bingyuan
邵一萍	shaoyiping
邵伟刚	shaoweigang
邵兵	shaobing
邵周祥	shaozhouxiang
邵学	shaoxue
邵宝	shaobao
邵小珊	shaoxiaoshan
邵弥	shaomi
邵沛	shaopei
邵源	shaoyuan
邵谊	shaoyi
邵达	shaoda
邵雨涵	shaoyuhan
邵震中	shaozhenzhong
邹声泉	zoushengquan
邹守益	zoushouyi
邹安	zouan
邹建锋	zoujianfeng
邹弢	zoutao
邹德忠	zoudezhong
邹忠	zouzhong
邹智	zouzhi
邹泉	zouquan
邹涛	zoutao
邹澍	zoushu
邹益	zouyi
邹穆公	zoumugong
邹立武	zouliwu
邹绍孟	zoushaomeng
邹缉	zouji
邹蓝	zoulan
邹谦	zouqian
邹铉	zouxuan
邹靖	zoujing
邹骏	zoujun
邹鲁	zoulu
邹鸣鹤	zouminghe
邺县	yexian
邾隐公	zhuyingong
郁文博	yuwenbo
郁琼	yuqiong
郎廷极	langtingji
郎简	langjian
郎绍安	langshaoan
郎葆辰	langbaochen
郎遂	langsui
郑一泓	zhengyihong
郑世豪	zhengshihao
郑丽君	zhenglijun
郑乃东	zhengnaidong
郑仲夔	zhengzhongkui
郑伦	zhenglun
郑作民	zhengzuomin
郑侠	zhengxia
郑侨	zhengqiao
郑克塽	zhengkeshuang
郑兰孙	zhenglansun
郑凡	zhengfan
郑勇	zhengyong
郑勋	zhengxun
郑厉公	zhengligong
郑吉	zhengji
郑君	zhengjun
郑善夫	zhengshanfu
郑培	zhengpei
郑大海	zhengdahai
郑宁	zhengning
郑宝	zhengbao
郑宝清	zhengbaoqing
郑小毛	zhengxiaomao
郑岱	zhengdai
郑岳	zhengyue
郑度	zhengdu
郑廉	zhenglian
郑弘	zhenghong
郑敦谨	zhengdunjin
郑文	zhengwen
郑新年	zhengxinnian
郑新民	zhengxinmin
郑昊	zhenghao
郑昶	zhengchang
郑晋	zhengjin
郑晓东	zhengxiaodong
郑晓龙	zhengxiaolong
郑普	zhengpu
郑杭生	zhenghangsheng
郑树	zhengshu
郑树森	zhengshusen
郑桓公	zhenghuangong
郑梁	zhengliang
郑梅梅	zhengmeimei
郑樗	zhengchu
郑樵	zhengqiao
郑沅	zhengyuan
郑泰	zhengtai
郑泽	zhengze
郑洁	zhengjie
郑浩	zhenghao
郑海麟	zhenghailin
郑湘	zhengxiang
郑濂	zhenglian
郑灵公	zhenglinggong
郑燮	zhengxie
郑献甫	zhengxianfu
郑玮	zhengwei
郑环	zhenghuan
郑珍	zhengzhen
郑璜	zhenghuang
郑石桥	zhengshiqiao
郑簠	zhengfu
郑纪	zhengji
郑维山	zhengweishan
郑虔	zhengqian
郑运鹏	zhengyunpeng
郑道光	zhengdaoguang
郑鄤	zhengman
郑重光	zhengzhongguang
郑钧	zhengjun
郑铮	zhengzheng
郑阳	zhengyang
郑际唐	zhengjitang
郑鸿	zhenghong
郕王	chengwang
郗虑	xilv
郝丽娜	haolina
郝宇飞	haoyufei
郝懿行	haoyixing
郝昭	haozhao
郝洪军	haohongjun
郝浴	haoyu
郝海	haohai
郝立新	haolixin
郝莲	haolian
郝菲尔	haofeier
郝萌	haomeng
郭东	guodong
郭云鹏	guoyunpeng
郭传林	guochuanlin
郭佳	guojia
郭则沄	guozeyun
郭励弘	guolihong
郭华	guohua
郭印	guoyin
郭品超	guopinchao
郭嘉	guojia
郭图	guotu
郭士强	guoshiqiang
郭大顺	guodashun
郭奕	guoyi
郭威	guowei
郭子斌	guozibin
郭小溪	guoxiaoxi
郭尚先	guoshangxian
郭常	guochang
郭应禄	guoyinglu
郭廷以	guotingyi
郭开森	guokaisen
郭强	guoqiang
郭德纲	guodegang
郭徽	guohui
郭忠	guozhong
郭思演	guosiyan
郭恩	guoen
郭成	guocheng
郭振	guozhen
郭文涛	guowentao
郭昂	guoang
郭晓冬	guoxiaodong
郭晟	guocheng
郭智博	guozhibo
郭智敏	guozhimin
郭松民	guosongmin
郭柏苍	guobaicang
郭楠	guonan
郭永	guoyong
郭汉	guohan
郭汜	guosi
郭汝瑰	guorugui
郭汝龙	guorulong
郭沔	guomian
郭海峰	guohaifeng
郭涛	guotao
郭淮	guohuai
郭添财	guotiancai
郭澄	guocheng
郭照	guozhao
郭珍霓	guozhenni
郭琇	guoxiu
郭瑞霞	guoruixia
郭璞	guopu
郭畀	guobi
郭石	guoshi
郭碧婷	guobiting
郭磊	guolei
郭立源	guoliyuan
郭策	guoce
郭纯	guochun
郭绚	guoxuan
郭翼	guoyi
郭胜	guosheng
郭芙蓉	guofurong
郭菩萨	guopusa
郭衣洞	guoyidong
郭襄	guoxiang
郭象	guoxiang
郭郛	guofu
郭金	guojin
郭长顺	guozhangshun
郭雍	guoyong
郭靖	guojing
郭颖	guoying
郭风	guofeng
郭麟	guolin
都任	douren
都台	doutai
都德	doude
鄂尔奇	eerqi
鄢颇	yanpo
酒井彩名	jiujingcaiming
酒井忠次	jiujingzhongci
酒井忠胜	jiujingzhongsheng
酒井美纪	jiujingmeiji
酒圣	jiusheng
里希特霍芬	lixitehuofen
里杰卡尔德	lijiekaerde
里维利诺	liweilinuo
重华	zhonghua
重泉	zhongquan
重野秀一	zhongyexiuyi
重鉴	zhongjian
野岛健儿	yedaojianer
野村万斋	yecunwanzhai
野泽雅子	yezeyazi
野田惠	yetianhui
野际阳子	yejiyangzi
金乙东	jinyidong
金九	jinjiu
金俊	jinjun
金俊明	jinjunming
金兆梓	jinzhaozi
金光悌	jinguangti
金准	jinzhun
金凯平	jinkaiping
金剑啸	jinjianxiao
金原瞳	jinyuantong
金可采	jinkecai
金启	jinqi
金启昌	jinqichang
金国栋	jinguodong
金坡	jinpo
金基范	jinjifan
金士高	jinshigao
金天德	jintiande
金宏义	jinhongyi
金寅	jinyin
金履祥	jinlvxiang
金崇印	jinchongyin
金希澈	jinxiche
金建华	jinjianhua
金式如	jinshiru
金彤	jintong
金德舆	jindeyu
金志勋	jinzhixun
金成龙	jinchenglong
金承俊	jinchengjun
金敞	jinchang
金斯伯格	jinsiboge
金日焕	jinrihuan
金昆	jinkun
金晓辛	jinxiaoxin
金李	jinli
金松	jinsong
金梁	jinliang
金梓	jinzi
金檀	jintan
金波	jinbo
金泽	jinze
金泽荣	jinzerong
金渊	jinyuan
金焜	jinkun
金照	jinzhao
金燕	jinyan
金理	jinli
金琮	jincong
金璇	jinxuan
金璜	jinhuang
金磊	jinlei
金祎	jinyi
金秀路	jinxiulu
金继	jinji
金维	jinwei
金莎	jinsha
金蓉镜	jinrongjing
金豆	jindou
金贵人	jinguiren
金鉴	jinjian
金钟云	jinzhongyun
金铨	jinquan
金镕	jinrong
金镛	jinyong
金长勋	jinzhangxun
金问	jinwen
金龙	jinlong
钉宫理惠	dinggonglihui
钟伟	zhongwei
钟兰	zhonglan
钟华	zhonghua
钟复	zhongfu
钟宁	zhongning
钟嵘	zhongrong
钟师	zhongshi
钟彬	zhongbin
钟志	zhongzhi
钟惺	zhongxing
钟树	zhongshu
钟欣怡	zhongxinyi
钟毅	zhongyi
钟毓	zhongyu
钟浩	zhonghao
钟涛	zhongtao
钟理和	zhonglihe
钟礼	zhongli
钟纪	zhongji
钟缙	zhongjin
钟进	zhongjin
钟阿城	zhongacheng
钟震	zhongzhen
钭江明	toujiangming
钮福保	niufubao
钱万里	qianwanli
钱东	qiandong
钱临	qianlin
钱乙	qianyi
钱以发	qianyifa
钱仪吉	qianyiji
钱俶	qianchu
钱元	qianyuan
钱凤鸣	qianfengming
钱北秋	qianbeiqiu
钱厚	qianhou
钱名世	qianmingshi
钱唐	qiantang
钱基博	qianjibo
钱壮飞	qianzhuangfei
钱封	qianfeng
钱崇澍	qianchongshu
钱廉	qianlian
钱式	qianshi
钱志伟	qianzhiwei
钱成	qiancheng
钱捷	qianjie
钱敬忠	qianjingzhong
钱新之	qianxinzhi
钱旃	qianzhan
钱时	qianshi
钱曾	qianceng
钱杜	qiandu
钱松	qiansong
钱林	qianlin
钱枚	qianmei
钱楷	qiankai
钱沣	qianfeng
钱泰吉	qiantaiji
钱泳	qianyong
钱渊	qianyuan
钱潮	qianchao
钱熙	qianxi
钱琦	qianqi
钱璞	qianpu
钱皮	qianpi
钱穆	qianmu
钱纳水	qiannashui
钱维乔	qianweiqiao
钱维城	qianweicheng
钱缪	qianmou
钱芬	qianfen
钱芹	qianqin
钱薇	qianwei
钱观	qianguan
钱起	qianqi
钱载	qianzai
钱远镜	qianyuanjing
钱选	qianxuan
钱钧	qianjun
钱陆灿	qianlucan
钱陈群	qianchenqun
钱霖	qianlin
钱鼎铭	qiandingming
铁保	tiebao
铁木耳	tiemuer
铃木亮	lingmuliang
铃木保奈美	lingmubaonaimei
铃木千寻	lingmuqianxun
铃木砂羽	lingmushayu
铃木雄介	lingmuxiongjie
铃村健一	lingcunjianyi
铜爵	tongjue
锅岛直茂	guodaozhimao
锡县	xixian
长享	zhangxiang
长孙无忌	zhangsunwuji
长孙晟	zhangsuncheng
长宗我部元亲	zhangzongwobuyuanqin
长岛一茂	zhangdaoyimao
长崎莉奈	changqilinai
长广王	zhangguangwang
长沙郡	changshajun
长泽雅美	zhangzeyamei
长濑智也	zhanglaizhiye
长社	zhangshe
长谷川	zhangguchuan
长谷川京子	zhangguchuanjingzi
长谷川润	zhangguchuanrun
长谷川等伯	zhangguchuandengbo
长龄	zhangling
闫勤	yanqin
闫文清	yanwenqing
闫晓龙	yanxiaolong
闫跃龙	yanyuelong
闯王李自成	chuangwanglizicheng
闵帝	mindi
闻信	wenxin
闻捷	wenjie
阎兴邦	yanxingbang
阎宇	yanyu
阎安	yanan
阎宗临	yanzonglin
阎象	yanxiang
阎青妤	yanqingyu
阖闾	helv
阙汉骞	quehanqian
阙道华	quedaohua
阚泽	hanze
阪泉	banquan
